,text,Sentiment,created_at
595,"WFH Tip of the day:
If you are going to be on the phone/computer all day you will want to invest in hardware that m… https://t.co/35Z0NpSBd8",negative,04-24
596,@LordOfDeHustle 🤭🤣🤣was more worried about WFH distractions,negative,04-24
597,Australia is gradually winning the war versus COVID-19 with the infection rate slowing down as a result of travel b… https://t.co/Azc6Oe4ZSH,negative,04-24
598,"@22Marria WFH ki waja sy sb he farigh hain
lockdown tu dekho",negative,04-24
599,"@Helix_Watches Cooking makes me smile ❤️
I just finish my WFH and start baking or frying something , my life is per… https://t.co/CcgMHZix0I",positive,04-24
600,"Kepikiran buat jualan jajanan buka puasa, biar hobi masak2 q bermanfaat slm wfh ini. Tp apa ada yg beli ya disini hm",positive,04-24
601,"@hinasafi Freelancer + Engineer, jb se WFH hua he apni to chandi ho gai... lol i mean manage acha ho jata he aaj kal...",positive,04-24
602,"RT @prestontowers: What do we get from our media? Facile, offensive rubbish like this. I am making video calls every day to at least one of…",positive,04-24
603,"RT @prestontowers: What do we get from our media? Facile, offensive rubbish like this. I am making video calls every day to at least one of…",positive,04-24
604,"RT @arifkhan7: REMOTE JOBS IN INDIA, 2020: 💻

Starting a thread of work from home (#WFH) jobs in India hiring primarily in the digital mark…",positive,04-24
605,RT @ET_RISE: Most #retail industry players believe that these winds of change will herald a new order for their ilk and others. #covid19 #m…,positive,04-24
606,"RT @neha_d24: The #coronavirus crisis has dealt a severe blow to the apparel industry, which is looking at zero offline retail sales and ev…",positive,04-24
607,@DonaldClark Interesting. I like to hear how this time is changing people’s view of their time. As a WFH for years… https://t.co/eyY8PfiD3m,positive,04-24
608,"RT @melkettle: #WFH Tip: Create some rituals around working from home. My friend Sue has also worked from home for years, and every morning…",positive,04-24
609,"Greening your #WFH space is this easy.

Simply get a glass jar, 
add soil, 
add #bryophyte (you will probably mainl… https://t.co/OYpodZD9Af",positive,04-24
610,@PMOIndia @HMOIndia HELP! Could you please allow e-commerce players to deliver essential electronic goods like mobi… https://t.co/e0Px5KXHn2,positive,04-24
611,"@TataConsumer I'm discovering myself , cooking food , spending time with family , dancing with 'em , laughing on se… https://t.co/hzyi1qJSiD",positive,04-24
612,"You trying to balance WFH and family time.

https://t.co/lMmlPu8LKz",positive,04-24
613,"RT @prestontowers: What do we get from our media? Facile, offensive rubbish like this. I am making video calls every day to at least one of…",positive,04-24
614,"@TataConsumer I'm working out and drink fresh juices , applying home made masks on face .
It's like I'm getting bet… https://t.co/5vt8xBqd8R",positive,04-24
615,"RT @prestontowers: What do we get from our media? Facile, offensive rubbish like this. I am making video calls every day to at least one of…",positive,04-24
616,"@TataConsumer Home means comfort and good food , so I cook and eat amazing dishes , keep myself hydrated and play s… https://t.co/jwAaxxMt2F",positive,04-24
617,"Look who is occupying the wfh setup.

Sweet breaks in between https://t.co/wvyTaCgsDZ",positive,04-24
618,"@alexhillman Thank you, amazing vibes, adding to my WFH playlist.",positive,04-24
619,@TataConsumer Working from home can be challenging sometimes when you have kids at home. It's a good habit to defin… https://t.co/D0DluQ0Dig,positive,04-24
620,"RT @emilyhutto: This was a refreshing addition to our #radcraftindustryrelief chat yesterday. 🍉
#hifromdurango #WFH #cheerstothat https://t…",positive,04-24
621,"This was a refreshing addition to our #radcraftindustryrelief chat yesterday. 🍉
#hifromdurango #WFH #cheerstothat https://t.co/giysPA7lxM",positive,04-24
622,"I am facing issue with my #airtel sim in my #iphone6. Frequently, the phone is showing #NoSim and when I put the si… https://t.co/Gzau6Vs7MA",positive,04-24
623,"@_brownelephant Me and my sister (@antrish21) both need a work desk 
#wfh #deskgiveaway #giveaway #brownelephantfurniture #ContestAlert",positive,04-24
624,I think we need to talk about the preponderance of vertical blind still existing in American homes. With zoom meeti… https://t.co/sc3va18o00,positive,04-24
625,@TMZ What NSFW? We all WFH.,positive,04-24
626,"WFH concentration music: ""Mixing Colours"" by Roger Eno and Brian Eno 

https://t.co/g9QcOKaNTy",positive,04-24
627,@DrAlveda @KarenS_Carter @bushre_allison @Sampson_Kim @SwansonEJ @_MelissaCJones @luisa_boaretto @PatriciaLimaNew… https://t.co/Qqsmm1bAIw,positive,04-24
628,"RT @MitaliLive: Working from home = jugaad, jugaad, jugaad. #covid_19 #lockdowndiaries #wfh https://t.co/iN4HIclgKR",positive,04-24
629,I think this dream is about a new project I’m working on (the child I’m picking up from daycare) and how my day job… https://t.co/TqIXBNc0KR,positive,04-24
630,RT @Omkar_Raii: The #IT behemoth @TCS planning to bring disruptive changes in #WFH culture targeting only 25% workforce to be in office by…,positive,04-24
631,WFH making people concerned about personal well-being: Survey https://t.co/iPakNVuGbb,positive,04-24
632,"RT @MitaliLive: Working from home = jugaad, jugaad, jugaad. #covid_19 #lockdowndiaries #wfh https://t.co/iN4HIclgKR",positive,04-24
633,"Side effects of WFH (work from home)
😃😃😃 https://t.co/31Ea2VHUig",positive,04-24
634,"DAY-32(Apr 24) #Lockdown #Ktm #COVID19
-Busy day with WFH, WebEx call and some deadlines
-after week more work with… https://t.co/Fdlqq16tbx",positive,04-24
635,#wfh music 👌🏼 https://t.co/8ChvnBPdN6,positive,04-24
636,RT @SarvOfficial: When you are working in your comfort zone there are a lot of things that might distract you as well as motivate you to wo…,positive,04-24
637,"RT @MitaliLive: Working from home = jugaad, jugaad, jugaad. #covid_19 #lockdowndiaries #wfh https://t.co/iN4HIclgKR",positive,04-24
638,"RT @YuganshJ: Quarantine period.
How's your productivity while WFH ?
ANY TIPS",positive,04-24
639,"@TataConsumer In these day's I am reading my favourites books and  currently i am reading my best book ""Good Work S… https://t.co/UYBaS4911f",positive,04-24
640,"@i_m_mariam yarr kasam sy bs ho gai ha gher reh reh kr :S
WFH b azaab ha
chutian hain b nai b kaam ha b nai b :D

c… https://t.co/v3SWvHIhZv",positive,04-24
641,"RT @umyhacker: We are looking for resources who can work from home.
#wearehiring #hiring #vacancy #hiringnow #nowhiring #jobs #jobshiring #…",positive,04-24
642,@mallikagupta wfh is luxurious,positive,04-24
643,"@TechaTecha @RGGStudio Sega USA are all WFH, which would include the team working on Yakuza 7. Can't do as much as… https://t.co/EwFJzm1b8Q",positive,04-24
644,"RT @MitaliLive: Working from home = jugaad, jugaad, jugaad. #covid_19 #lockdowndiaries #wfh https://t.co/iN4HIclgKR",positive,04-24
645,"RT @MitaliLive: Working from home = jugaad, jugaad, jugaad. #covid_19 #lockdowndiaries #wfh https://t.co/iN4HIclgKR",positive,04-24
646,"RT @MitaliLive: Working from home = jugaad, jugaad, jugaad. #covid_19 #lockdowndiaries #wfh https://t.co/iN4HIclgKR",positive,04-24
647,Work from Home (WFH) – Is it the New Normal? https://t.co/YIBS3GgNwC,positive,04-24
648,RT @manofmanytastes: Win the Ultimate WFH Fitness &amp; Wellness Essentials Including Theragun &amp; TRX Prizes https://t.co/HUPLMveP24,positive,04-24
649,"In these times of WFH this is a V V important tip
Try to stay organized friends! It'll help w/ productivity &amp; menta… https://t.co/WRDsLKv85w",positive,04-24
650,Read how #MSSP @ZystonLLC is using #CloudSIEM from @SumoLogic to monitor remote access and #collaboration apps that… https://t.co/lhZGXIRgUg,positive,04-24
651,Made a little cardboard pencil drawer for my WFH desk. Looks good until you see the crazy way it's attached on the… https://t.co/q4QiMb0jum,positive,04-24
652,Be Grateful for everything you have during these tough times! #wfh #quarantine #aurimblair #covid #workfromhome https://t.co/l1oDD9Uuqp,positive,04-24
653,Be Grateful for everything you have during these tough times! #wfh #quarantine #aurimblair #covid #workfromhome https://t.co/2fWfA3WrDh,positive,04-24
654,Be Grateful for everything you have during these tough times! #wfh #quarantine #aurimblair #covid #workfromhome https://t.co/88v7Ske9IR,positive,04-24
655,i used to wfh 2-3 days a week before this and i was all g but now wfh for 5 days for the past 7 weeks has been messing my whole body clock 😓,positive,04-24
656,"@aixfajardo Work work work pa rin. Andito ako ngayon sa work. Hihi! Ikaw ba, wfh? Yun nga ang iniisip ko pero ang s… https://t.co/Tctlf21Lms",positive,04-24
657,#Business leaders feel employees working from home have #productivity of 65 per cent: Report - The Economic Times… https://t.co/O67LeS6mGM,positive,04-24
658,RT @soullekker: Work From Home Style.   #WFH.              #MaskChallenge #day29oflockdown #SoulLekker @ Quarantined. https://t.co/2FT5m9aS…,positive,04-24
659,"All the new WFH people are getting ""zoom fatigue"" by now, but as a long-time remote worker, I've got good news for… https://t.co/96kSeE3czq",positive,04-24
660,RT @HomeCredit_In: Fellow team member Abinaya Palanichamy might be new to #WFH but she's making the most of this experience by staying posi…,positive,04-24
661,"RT @dmcorpaffair: In 2004, I had urged @DoT_India for enabling #regulations for #workfromhome #WFH by leveraging #internet  #broadband @VOI…",positive,04-24
662,Lockdown day 31: one unexpected benefit of everyone working from home. No need to get dressed up for client calls.… https://t.co/SUpQ7YGzgb,positive,04-24
663,Dari beberapa bulan kebelakang sampe sekarang puasa masih ga ada perubahan @Telkomsel #telkomshit jaringan masih je… https://t.co/l6h2G1COHG,positive,04-24
664,"@Kim_Parslow He probably COULD but not sure he’d wanna. It took him a while to settle into FT WFH

We’ll make the d… https://t.co/8rNt8Jbytg",positive,04-24
665,We are all adapting to our new #WFH set-ups including our Chief Executive who was sporting some great facial hair f… https://t.co/ANjPnpW1yy,positive,04-24
666,RT @kalpnat11790043: #preventivemaintenance #NPC #WFH  #LearnFromHome ome https://t.co/Uo6eMgYT7F,positive,04-24
667,"""No matter how stressful today may feel, you can handle it. In fact, you may find that you have a much better time… https://t.co/QgJW3z439U",positive,04-24
668,"In 2004, I had urged @DoT_India for enabling #regulations for #workfromhome #WFH by leveraging #internet… https://t.co/0w08WUxh5o",positive,04-24
669,"#CyberSafety - be cyber savvy while you’re online during #LockdownSA:

- Do online shopping on secure sites 
- WFH?… https://t.co/BxneGXvCxk",positive,04-24
670,What a super group of people to do some Talent Sourcing Training with! A wonderful way to start a long weekend! Tha… https://t.co/Sx0mYNwtp9,positive,04-24
671,"RT @MitaliLive: Working from home = jugaad, jugaad, jugaad. #covid_19 #lockdowndiaries #wfh https://t.co/iN4HIclgKR",positive,04-24
672,"Step aerobics #workout inspired by Sheree Jump Gym
#Day29ofLockdown #StayAtHome #WFH #HomeWorkout #KeepFit @ Parkla… https://t.co/9TFDbSDHgQ",positive,04-24
673,"@aawaraEngineer @SwagSwadAnusar #quarantineeffect 
#WFH https://t.co/bAJ6sIpW2O",positive,04-24
674,Why you forwarded the issue now where issue reported on yesterday 6pm it is effecting our WFH. @CESCLimited https://t.co/AgQ3Vd89TU,positive,04-24
675,RT @kalpnat11790043: #preventivemaintenance #NPC #WFH  #LearnFromHome ome https://t.co/Uo6eMgYT7F,positive,04-24
676,"RT @NexiaSABandT: At Nexia SAB&amp;T we Help business' grow, foster quality relationships, and have an entrepreneurial
spirit.
Our people. Our…",positive,04-24
677,"RT @aayushjaiswal07: WFH is cool but is it the new normal? 

I'll be chatting about the most practical aspects of Remote work and what make…",positive,04-24
678,@audreybowenprof @AvrilDrummond1 😂😂😂The joys of wfh!,positive,04-24
679,@ICICIBank Too much pressure on WFH I guess😂😂 https://t.co/pHAmj1RdN6,positive,04-24
680,"RT @prestontowers: What do we get from our media? Facile, offensive rubbish like this. I am making video calls every day to at least one of…",positive,04-24
681,"What do we get from our media? Facile, offensive rubbish like this. I am making video calls every day to at least o… https://t.co/62RNc4INA6",positive,04-24
682,"@MuhammedAsaeed @SimonPB @davidshapiro61 The Zoom was on speaker mode and it wasn’t my turn to speak.

Yes 5l since… https://t.co/q3TKWtdscD",positive,04-24
683,"RT @MsPhiona: For those working from home (WFH), if you had an option after lockdown to decide your work arrangement, what would you chose?",positive,04-24
684,"The situation created by #Covid19 has changed the way we all used to work, it brought new challenges along.
Preeti… https://t.co/pNpZ3lWoTZ",positive,04-24
685,"Read about how KRS solved this maritime company’s challenging problem…

Check out the article via this link:… https://t.co/JJ9tGx8wdJ",positive,04-24
